Epoch,Inception Score,FID
0,1.3266454577445983,1753.7273724081097
1,1.7654366612434387,1522.4742535704959
2,1.6604366898536682,1575.412442268769
3,2.3418554425239564,1519.8278300393438
4,4.64667158126831,1605.839926997796
5,5.9669984698295595,1494.1489795796056
6,3.0684388995170595,1536.6628227986037
7,4.421339464187622,1702.3323825711745
8,2.582063066959381,1698.3330591805247
9,2.2096428871154785,1600.3739344588625
10,2.52611985206604,1679.4595878683365
11,1.9084640622138977,1626.078017373296
12,2.413048565387726,1250.967931669221
13,1.947273278236389,1145.9764819040834
14,3.4311003923416137,1297.595858723911
15,1.8331710815429687,1289.3189488500188
16,2.8108200907707213,1171.5285096395555
17,2.4906161308288572,1005.6622453242464
18,1.8589034914970397,1027.812992612034
19,1.9805499911308289,986.4770548239072
20,1.9867822766304015,976.951193315072
21,2.0600982785224913,990.472276472271
22,2.0086606979370116,1011.8789965149315
23,2.29786536693573,1002.52013038907
24,1.9212491273880006,866.2615119410542
25,1.9209123015403748,1080.1706542214959
26,2.6164157390594482,751.643271177064
27,2.122077190876007,933.4278732516664
28,2.9047588229179384,746.268289234581
29,2.3659305453300474,708.4234736796076
30,2.120708930492401,719.3034866803055
31,2.5307358384132383,674.5569821801139
32,2.42884761095047,745.7464322057019
33,2.1728880286216734,820.3465347675523
34,2.558786940574646,700.5600361057351
35,2.3712297677993774,693.7535259396454
36,2.3288793921470643,676.6847160689885
37,2.685064363479614,699.1007459217948
38,2.760257363319397,651.6758496281718
39,2.040097439289093,703.6624257477013
40,2.506148898601532,690.0695809345766
41,2.6888956427574158,637.1264208665784
42,2.450953507423401,683.9973186365835
43,3.5722349762916563,546.8857519578869
44,3.1338033199310305,607.0258110847525
45,2.804973471164703,549.9418289318755
46,3.4973430037498474,751.5488397470418
47,3.073776566982269,557.8045425553197
48,2.667270600795746,625.5476171700336
49,2.9857365012168886,551.9827148366953
50,2.870039474964142,584.1593482588986
51,3.114576816558838,594.9863277694205
52,2.79205185174942,684.319314622572
53,3.2482887864112855,587.020047727623
54,2.400472605228424,584.2352358877562
55,2.1980890035629272,650.5533594324127
56,4.2229647755622866,568.6888445828886
57,3.082902359962463,550.7799829973864
58,3.2292822122573854,569.3813081683817
59,2.55267847776413,553.6612071245199
60,2.7241933345794678,519.0417059486133
61,2.6067437648773195,584.4311224312625
62,2.421272313594818,549.9133675818639
63,2.9948758721351623,571.7138892302181
64,3.198312759399414,533.8958303758194
65,2.8190677881240847,493.0005006794566
66,2.7404037594795225,631.4348818937219
67,3.1563727140426634,560.7806171944836
68,3.5985130310058593,479.48691309750154
69,3.0235791921615602,505.7173520285553
70,2.4992939472198485,476.40518019392385
71,2.873081421852112,543.9577518023723
72,3.3226996302604674,602.1783236815014
73,3.682421016693115,485.94548340372427
74,2.9163209915161135,580.6632062352294
75,3.0958693981170655,586.1273528395449
76,2.8097980976104737,595.5024401340203
77,3.634375882148743,560.7983589156648
78,3.2940479040145876,579.0594153989556
79,3.577260458469391,580.0055066113728
80,4.027528440952301,522.9228446519037
81,2.966337728500366,542.4532436264069
82,4.361201906204224,551.6322452541957
83,3.0762566804885862,654.1723067217858
84,4.182910490036011,516.1318143564247
85,3.0476938009262087,518.5975532455348
86,3.1590279221534727,525.2558609431837
87,2.4544941067695616,633.5609447543461
88,3.277593994140625,566.6154815218168
89,2.8211127042770388,536.859700344598
90,3.125968670845032,435.4645767599468
91,3.326832854747772,465.4836653477952
92,3.4792121410369874,476.1361606009027
93,2.974701404571533,530.6592305103228
94,3.0932076215744018,528.377521775785
95,3.653371977806091,480.56875474410106
96,3.60781729221344,619.0169585975477
97,4.207449150085449,489.5228685825905
98,3.208958637714386,552.960020853682
99,3.822096014022827,530.0259960740533
100,3.629394602775574,485.39606168693734
101,3.3920671701431275,448.0316402278311
102,3.043009543418884,522.4545137760866
103,3.3333422422409056,468.1256726540535
104,2.873461163043976,607.636244064007
105,4.284936058521271,650.655413517186
106,3.0180289268493654,485.1854308687639
107,4.966324746608734,552.3691743797062
108,3.149911439418793,500.7662961578293
109,3.054298686981201,503.7111827124271
110,3.9691842079162596,547.3988731349995
111,3.788871335983276,486.21962011282807
112,2.9817245244979858,472.8761963649463
113,3.798859977722168,493.0493423871592
114,3.7325936555862427,444.6735776507514
115,3.164264905452728,508.3352020491326
116,2.7760513544082643,462.7061190384507
117,3.687362861633301,507.4102198781977
118,4.05090252161026,449.8791049467434
119,4.743492770195007,556.3186600405324
120,2.7683413863182067,504.01521342288356
121,3.7742769002914427,521.5209283429459
122,3.0118584990501405,517.9959964267714
123,4.711734890937805,490.0304515267312
124,4.846958911418914,561.6705203792624
125,3.310480499267578,502.9083404894824
126,3.0210129618644714,448.15907824612486
127,3.2016324520111086,463.3127706983057
128,2.6195083022117616,456.2960266601882
129,3.0677549123764036,502.95308346124773
130,3.883638691902161,541.1429564529271
131,2.7961833119392394,491.8268766596634
132,4.188861513137818,475.44416026959027
133,3.602177309989929,466.6799282395448
134,4.095564293861389,480.9106478185631
135,4.554782557487488,504.19276516336146
136,4.254121971130371,543.8122818466792
137,3.0530557155609133,545.5939036867716
138,3.350743019580841,488.1272517235976
139,3.125121283531189,508.66096860260154
140,3.097998356819153,518.1845808857202
141,3.6536523938179015,472.7349309462816
142,5.9087444067001345,477.97412958423445
143,3.1873443961143493,482.4085164670189
144,4.039212691783905,586.7893915409988
145,4.52771360874176,488.77895282633574
146,2.7779997110366823,560.7716570157513
147,3.7357473373413086,537.7095408206078
148,4.6101628065109255,501.539899734845
149,5.3043498516082765,495.5207413918341
150,4.13777596950531,451.62342511954137
151,3.7133596420288084,488.2821100227806
152,3.738673210144043,535.9396387702119
153,4.292931520938874,435.87639250634845
154,4.349980044364929,457.94278378530674
155,4.436138164997101,551.0537684884271
156,4.26557137966156,431.6783052543681
157,6.048844707012177,458.0489826017302
158,4.870384669303894,477.12648936410426
159,4.123001933097839,474.98926510638375
160,3.366309928894043,524.4607126076822
161,3.7146507620811464,525.5981408338978
162,4.98859429359436,522.3225779762024
163,3.088052272796631,450.3346068420464
164,3.2400833129882813,474.87560764767903
165,5.433794140815735,479.9130440169906
166,4.077248060703278,451.1001946336787
167,6.612896251678467,491.5209838642456
168,4.660001659393311,465.1741052514425
169,4.802652311325073,509.814796861186
170,4.30729308128357,512.8630327231772
171,2.924397826194763,548.5005621101001
172,4.233280086517334,525.553489079565
173,4.390456056594848,453.0602071029829
174,2.99485764503479,414.75935979937026
175,5.010414671897888,510.7302456744153
176,3.1601701259613035,495.5396979781316
177,2.9588476181030274,449.2445458577556
178,3.2650431513786318,454.72866777906165
179,4.088483822345734,463.9496833721454
180,3.864536798000336,497.5465974917104
181,3.783276653289795,568.6108611239243
182,3.111411452293396,469.80709733429796
183,3.074337935447693,486.5578449287699
184,7.832103109359741,474.8811991507229
185,3.4953093767166137,462.51189549360333
186,4.0426911354064945,482.9561768106115
187,4.235783696174622,502.47816766460465
188,4.723953127861023,444.78237750994305
189,4.760535097122192,519.2095488937557
190,3.1221809864044188,465.3090055027109
191,3.2467837810516356,459.52793031895646
192,4.176632189750672,457.5470238682335
193,3.8565513849258424,507.19842726433967
194,3.586208367347717,455.3881600001409
195,2.8636571884155275,468.6246990997826
196,3.8905842423439028,464.0279188084726
197,4.851907873153687,492.67070336657576
198,6.63495512008667,472.9588994824043
199,3.8242819786071776,464.8205143239136
200,4.70036141872406,445.8681778436448
201,3.199567806720734,410.0254628715545
202,3.4399319887161255,475.1771400630964
203,4.505621099472046,476.76810957419787
204,4.680022549629212,520.8086019603887
205,3.618832838535309,504.58063144113703
206,3.0560562133789064,489.1682050119988
207,4.741217541694641,408.35814959812865
208,5.917168295383453,458.6619842635803
209,3.9519610166549684,434.88259760956737
210,3.2147642016410827,419.5938816909063
211,5.506273913383484,495.8179796708908
212,4.2852396130561825,408.77764040576557
213,3.5604894399642943,457.2780688106333
214,6.5574916958808895,380.3704437890631
215,3.4328161239624024,412.8897755304931
216,3.8090295672416685,439.49521571018454
217,3.8168142795562745,464.637596812701
218,3.1122473955154417,458.9013949746702
219,3.331922101974487,460.22604974193655
220,4.479198098182678,550.2409534924169
221,3.558859419822693,477.1501401569516
222,3.0417651534080505,449.0813379339461
223,8.204635977745056,468.3178633109637
224,4.634507429599762,448.1143569016795
225,4.867911100387573,467.21454109050933
226,3.2778878688812254,409.61619641898847
227,5.2748510360717775,514.312636924549
228,6.939089298248291,425.36262514238274
229,4.577696943283081,430.90127995775356
230,3.428665781021118,449.1599614795432
231,4.022637510299683,441.7667947750548
232,4.796285474300385,567.3166417933103
233,2.8128008008003236,513.0110061174609
234,4.149335598945617,435.8452287818393
235,4.620712447166443,450.3942300249721
236,3.669091582298279,436.436220119632
237,4.978410744667054,457.01477910219205
238,5.500369524955749,427.9526043316997
239,3.537569046020508,446.44099098927427
240,3.609420561790466,447.4026807608492
241,4.857187521457672,351.46063560845846
242,2.7361703515052795,399.84774100203106
243,4.224363613128662,411.98484965232126
244,6.947953295707703,415.2499119677867
245,3.9869677305221556,477.9190282471568
246,7.0041074514389035,439.5562633672593
247,4.5722959518432615,428.420875904774
248,5.814848256111145,418.2557827574673
249,3.9446004390716554,432.3113620545116
250,3.4661561012268067,565.0121902204675
251,3.7615307331085206,434.80313795506095
252,4.416746878623963,389.6363046420301
253,4.1558284044265745,406.192176634778
254,5.208708167076111,457.4993423175161
255,2.8721320390701295,395.6269521653734
256,5.059061360359192,502.3699003387455
257,4.902406358718872,410.57447945668287
258,4.666131782531738,422.0071509650087
259,4.701451230049133,459.2396179308722
260,4.769597792625428,405.3282071987655
261,4.639058303833008,462.38422157878387
262,3.149659585952759,436.0802345633872
263,5.195795392990112,464.51390755026006
264,5.362339878082276,481.58683106932085
265,5.420864391326904,419.30520748494405
266,8.087179470062257,384.4649170718731
267,7.610621070861816,405.1936891123986
268,4.156808209419251,393.3281419381468
269,5.32910041809082,469.3593196648717
270,4.4020123958587645,422.94263574938776
271,6.059675717353821,441.88928887268315
272,5.076272177696228,522.9191641773509
273,3.828059732913971,386.80991207490894
274,5.647829949855804,454.06376183474686
275,5.001944828033447,388.1120069238575
276,4.849870371818542,381.4119358568495
277,7.181090068817139,385.81480332000297
278,6.13812906742096,419.6851323592065
279,4.609174609184265,485.80520462686684
280,4.285599589347839,401.4124384902121
281,3.702992618083954,498.1196886270941
282,5.45129383802414,451.5680759258086
283,4.841483736038208,456.0660002143381
284,3.914183735847473,433.39110511532147
285,7.333764147758484,418.3345495556214
286,4.301783609390259,414.8058229742313
287,5.610663032531738,453.3392179915552
288,6.470800995826721,435.0088454894882
289,5.269003844261169,456.9189661255586
290,3.3852234840393067,403.558499600805
291,3.7367071390151976,425.5291630459525
292,3.7821425437927245,418.80111023436166
293,3.8213733077049254,389.39384486230836
294,4.753020298480988,398.45369018569625
295,4.4167033433914185,426.9368711393313
296,6.14820363521576,363.25095866525044
297,4.19452006816864,351.7942753998564
298,3.83265335559845,367.80839551084966
299,6.8152639150619505,464.7526884228762
300,5.413978040218353,455.0462629896498
301,4.304128909111023,455.92392703684277
302,6.3052011013031,514.0159263978818
303,4.339528799057007,445.37882998940216
304,7.280339288711548,446.0148295152834
305,3.5124901294708253,461.55709950851514
306,5.720270216464996,406.63050445888405
307,4.754339063167572,399.8322541554178
308,3.6666008830070496,364.3948793344564
309,4.680057644844055,410.5716382079037
310,3.543356204032898,420.79767423572696
311,5.928714561462402,443.90971612056944
312,3.822271800041199,423.73745610609944
313,5.188843750953675,431.88545159325304
314,4.180930578708649,406.6690952398348
315,5.650899958610535,397.9472535999723
316,6.21109778881073,376.44415478061745
317,5.233719444274902,407.51360900911845
318,5.06938214302063,413.6450858166031
319,4.233901393413544,432.10762073250885
320,4.887020444869995,357.17728951698655
321,5.052209210395813,359.86766407011925
322,4.300743651390076,413.16240301140124
323,5.279902768135071,521.0491283815006
324,5.792957699298858,398.46338157659716
325,4.032188868522644,400.3659493401649
326,6.248359656333923,405.7524522095464
327,7.276597690582276,419.030414860772
328,3.546358323097229,356.8036473475151
329,4.403702962398529,341.88677223986883
330,3.2907576322555543,421.96875562342575
331,4.951808512210846,371.5108208280705
332,9.166644597053528,412.69858612737346
333,4.368932318687439,415.9450855475403
334,4.14496259689331,340.47986221735664
335,8.360545659065247,422.2877322346492
336,4.57313072681427,361.8310372231821
337,4.829404950141907,397.7396788905269
338,7.432393860816956,433.60862369168603
339,4.214392066001892,426.30777895995385
340,5.084057152271271,347.8584601956196
341,4.656146931648254,395.0247842389971
342,5.739164638519287,368.45835328890297
343,8.101412391662597,367.45930491994477
344,5.584773421287537,505.4637945893127
345,5.460918152332306,395.93347952229965
346,4.708370232582093,384.2190481951953
347,5.86767680644989,480.9009243326983
348,4.733351099491119,423.6507667815402
349,5.752074146270752,402.60554897821737
350,6.190103888511658,406.56968378817743
351,4.88484001159668,437.0980719414133
352,4.498102903366089,392.1151309940272
353,4.343311190605164,408.23248048726816
354,6.585159730911255,370.99136810760325
355,5.173777902126313,403.7067208823282
356,4.477844786643982,408.2174599814215
357,4.610127949714661,400.8062251461836
358,4.87248055934906,441.8515724065619
359,4.23873507976532,403.7179042019778
360,5.037533760070801,449.8369799952069
361,6.039232134819031,434.1092101082839
362,4.419504714012146,425.3902997494232
363,4.414806830883026,411.30976252073333
364,3.8029338121414185,422.3691603236232
365,6.133080017566681,402.5358113379149
366,5.8868955135345455,408.0152499457155
367,4.4236188411712645,421.72837467727066
368,3.659284496307373,383.8760392163594
369,4.8537973165512085,463.87323327743036
370,5.51172981262207,453.2571689104946
371,4.54672257900238,375.2729003850601
372,4.544685244560242,493.61189730994414
373,5.37568724155426,411.51707636712274
374,4.058684003353119,369.6890651115825
375,4.004341959953308,427.91999539493577
376,4.126667022705078,415.76287240407675
377,7.229644751548767,345.5729822542677
378,3.5304963111877443,410.90022575446346
379,5.451994681358338,398.20695146929455
380,6.863091087341308,420.33175139401817
381,5.507819211483001,444.9881140835748
382,6.098378729820252,373.39389678725075
383,5.089614772796631,384.1227133449004
384,4.953663861751556,415.16776347895336
385,7.460364937782288,402.334089998021
386,5.201829957962036,437.6684746035577
387,5.509747338294983,500.4636518716427
388,4.28454179763794,420.87633476304313
389,3.25155622959137,353.8991516574757
390,3.91882404088974,408.33163394359747
391,5.574889039993286,446.6757699111723
392,6.134599614143371,407.029876812127
393,6.1001506567001345,417.0495497998262
394,5.109454989433289,425.00460655005304
395,6.06931459903717,353.9914298588484
396,8.144874119758606,404.395149834809
397,6.042863750457764,377.22532820234176
398,5.140744686126709,382.7850882380915
399,4.906273126602173,433.61885165603206
400,4.890907955169678,361.4242223385386
401,5.221083307266236,445.8925540206027
402,4.598521184921265,403.47821959025725
403,3.64381320476532,372.61876561353404
404,8.116520404815674,414.86385358373406
405,5.612162089347839,324.4731123423175
406,3.3349475145339964,391.3949997351609
407,5.022734498977661,383.9101181067523
408,7.294709396362305,432.73301679572165
409,4.775586366653442,418.11179861099345
410,5.302424669265747,457.357805291089
411,3.7945456504821777,376.56378754473775
412,4.159731554985046,384.3155594847449
413,4.532949411869049,373.4925128433267
414,4.682653069496155,350.78846550422884
415,3.9986751794815065,455.7659939790584
416,5.195637667179108,388.3589604863082
417,6.991826343536377,466.0889829262027
418,3.29964075088501,373.984263265546
419,4.593938422203064,397.6722304646488
420,3.5501142382621764,386.05550575293194
421,8.430577969551086,361.364679981951
422,4.048203182220459,395.51556335660564
423,5.056351661682129,398.6041769450835
424,6.391716980934143,367.46799991220746
425,6.236585927009583,405.92419097547645
426,6.930391144752503,432.744772400795
427,5.122879219055176,411.49969446942384
428,4.4814351320266725,451.4575859570582
429,4.13548891544342,366.9021587424407
430,4.847601640224457,390.682117266098
431,3.804734945297241,398.4831404441553
432,4.878975677490234,348.64549532366414
433,4.4817108631134035,374.303892205222
434,5.9564267754554745,370.47678314836116
435,4.68288254737854,404.1448716568885
436,5.678722500801086,404.99992636684476
437,5.521418333053589,421.1807518028945
438,4.542475366592408,351.00649263100894
439,2.822126030921936,390.79061485626414
440,4.806115436553955,368.3146097307312
441,2.6335257411003115,415.68759155003306
442,4.114830327033997,427.299718620779
443,3.014476013183594,380.3649915893568
444,4.650494563579559,438.64705621371115
445,6.697543001174926,404.5892967473957
446,7.047987079620361,367.90023695598876
447,6.8571850776672365,347.2786907792776
448,6.309181475639344,442.1059803098408
449,5.2083971977233885,388.26874516053033
450,6.033677959442139,389.4614107960821
451,3.1579267144203187,383.795925525135
452,3.39615318775177,392.40921587920116
453,4.977901792526245,388.47454973433423
454,3.882282626628876,379.14860249480864
455,3.016189754009247,351.4141783461529
456,7.005053114891052,414.7432121934586
457,4.506125974655151,411.1090078511674
458,5.414196896553039,343.01732978482653
459,4.508786869049072,433.0796180260499
460,7.697357249259949,366.6013280207353
461,7.4613906145095825,390.37429047090114
462,3.675314164161682,411.3957779478508
463,6.255763077735901,466.5760928966571
464,4.830720686912537,340.743501197582
465,5.053910517692566,399.86864602153867
466,4.358418321609497,361.8268032032011
467,6.333528828620911,353.6184219320062
468,5.117418909072876,393.8575679018438
469,3.6458516120910645,384.0162437154048
470,3.871673583984375,335.9824307096313
471,3.708678722381592,432.14715362153856
472,6.307773923873901,367.43738248001955
473,3.7693679571151733,424.10896368958265
474,4.871165871620178,406.220855480467
475,3.922548770904541,349.9898001769932
476,8.937708163261414,396.52148943640793
477,4.712019395828247,376.24822621051436
478,4.100114047527313,388.52507188065204
479,3.651051902770996,411.6619933999182
480,3.8200552701950072,419.502970448861
481,4.545151340961456,359.9516970261582
482,6.115570759773254,364.0100764785308
483,3.1014679193496706,359.44458234993317
484,4.5769207239151,384.1027605545969
485,4.142864561080932,348.09312730848023
486,5.436429405212403,385.4855849153906
487,3.996890091896057,385.7590550420134
488,4.240154337882996,349.5283806838455
489,8.353091287612916,470.55125076101865
490,4.393100619316101,335.85730357991036
491,3.707228350639343,397.2298195735621
492,5.231948471069336,358.923397655348
493,3.7954269528388975,455.77859863877876
494,4.126577877998352,348.39929964006325
495,4.437036323547363,402.77973982401886
496,4.942509293556213,321.0626017297508
497,5.123121166229248,419.6263450844182
498,5.378735184669495,410.32672066242975
499,4.43340425491333,419.93523441160926
